"","uniprot_accession"
"14734","Q6DRM0"
"14735","O35490"
"14736","Q4R918"
"14737","Q4R918"
"14738","Q26648"
"14739","Q58EL2"
"14740","Q9UNX4"
"14741","Q9UNX4"
"14742","Q90YM5"
"14743","Q5RAL3"
"14744","Q5M8Z0"
"14745","Q95332"
"14746","P05987"
"14747","Q3KQ80"
"14748","Q803X1"
"14749","Q7RTU3"
"14750","Q5R673"
"14751","Q95K40"
"14752","Q8WUA2"
"14753","Q8WUA2"
"14754","Q9Y2C2"
"14755","O46631"
"14756","Q9JKK0"
"14757","P11157"
"14758","Q7SXL7"
"14759","Q8VZI2"
"14760","Q5BKL8"
"14761","Q13490"
"14762","Q80W54"
"14763","O75844"
"14764","O94822"
"14765","A0JM49"
"14766","Q9CPU4"
"14767","G1T7U7"
"14768","P70490"
"14769","Q03001"
"14770","Q96RL7"
"14771","Q8BX70"
"14772","A1Z713"
"14773","P49219"
"14774","P46023"
"14775","Q06852"
"14776","P29294"
"14777","E7FA21"
"14778","E7FA21"
"14779","Q9UKL3"
"14780","Q5RFV4"
"14781","P53669"
"14782","Q6DCX5"
"14783","Q5F4B8"
"14784","Q61503"
"14785","Q61503"
"14786","A0A2I4HXH5"
"14787","Q95R48"
"14788","Q5XGM3"
"14789","Q95332"
"14790","Q9UPN6"
"14791","O65768"
"14792","Q0P5H7"
"14793","Q6ZUK4"
"14794","Q13492"
"14795","O55012"
"14796","Q7M6Y3"
"14797","O55012"
"14798","O55012"
"14799","Q6TGZ4"
"14800","Q9EQD2"
"14801","B3DIY3"
"14802","E1C2Z0"
"14803","E1C2Z0"
"14804","Q8N0X4"
"14805","Q4KLH6"
"14806","E7F5E1"
"14807","Q0EEE2"
"14808","A0JN71"
"14809","Q3V1H9"
"14810","Q8JHC4"
"14811","Q8JHC4"
"14812","P11717"
"14813","Q0P8I7"
"14814","Q5TCS8"
"14815","Q5TCS8"
"14816","Q5TCS8"
"14817","Q5TCS8"
"14818","G3V7L1"
"14819","P11533"
"14820","P11530"
"14821","P11533"
"14822","P11532"
"14823","Q3UGY8"
"14824","Q3T178"
"14825","Q3UGY8"
"14826","Q8N5D0"
"14827","Q6AZA0"
"14828","Q6AZA0"
"14829","Q9Y2G4"
"14830","Q69ZU8"
"14831","Q9DEB5"
"14832","Q9DEB5"
"14833","Q6DDJ5"
"14834","Q9D8G5"
"14835","Q9I840"
"14836","O17320"
"14837","Q5R7K9"
"14838","Q9QUS4"
"14839","P52757"
"14840","Q4R367"
"14841","Q9JL70"
"14842","Q64331"
"14843","E1BPK6"
"14844","E1BPK6"
"14845","E1BPK6"
"14846","E1BPK6"
"14847","Q9Y6P5"
"14848","P58005"
"14849","Q8AYA4"
"14850","Q8N1N0"
"14851","P27012"
"14852","P18426"
"14853","O96006"
"14854","V6CLP5"
"14855","P39087"
"14856","P42260"
"14857","A0A2R8QF68"
"14858","Q1JQA1"
"14859","Q8IZF6"
"14860","Q96JA1"
"14861","Q9Y5K1"
"14862","O44252"
"14863","Q7ZWY2"
"14864","Q7ZWY2"
"14865","Q7ZWY2"
"14866","Q8IY45"
"14867","Q80XN0"
"14868","Q05927"
"14869","Q01456"
"14870","Q9Y2C2"
"14871","Q9VCA2"
"14872","Q9VCA2"
"14873","A4IHY1"
"14874","Q9NDM2"
"14875","P25115"
"14876","Q3T0Q8"
"14877","Q6P7W0"
"14878","Q9UBI9"
"14879","P20825"
"14880","Q8I7P9"
"14881","Q5XHA8"
"14882","Q75VX8"
"14883","Q7SXM0"
"14884","Q9Y5B6"
"14885","Q8IVF2"
"14886","P32019"
"14887","Q642C0"
"14888","Q9JHI8"
"14889","Q05927"
"14890","Q05927"
"14891","Q8CD19"
"14892","Q3T9Z9"
"14893","Q3T9Z9"
"14894","Q9D6U8"
"14895","P12027"
"14896","P09815"
"14897","O35345"
"14898","Q6PBK1"
"14899","Q6PBK1"
"14900","Q9D0N7"
"14901","Q496A3"
"14902","Q5GH73"
"14903","Q9H4Q3"
"14904","Q86UC2"
"14905","P13216"
"14906","P26043"
"14907","P41976"
"14908","Q12874"
"14909","P48553"
"14910","Q3TLI0"
"14911","P48553"
"14912","Q8NDA2"
"14913","Q5T5C0"
"14914","Q9WU70"
"14915","Q9WU70"
"14916","Q5T5C0"
"14917","Q5T5C0"
"14918","Q7ZVM9"
"14919","Q9NU22"
"14920","Q9NU22"
"14921","Q9NU22"
"14922","E1BD59"
"14923","Q9NU22"
"14924","Q6PUR6"
"14925","O88866"
"14926","Q9P2C4"
"14927","Q9P2C4"
"14928","Q9Y493"
"14929","Q25434"
"14930","Q28983"
"14931","Q80V03"
"14932","Q3T099"
"14933","Q9Y6R4"
"14934","P21128"
"14935","P38278"
"14936","Q6IRA8"
"14937","O08759"
"14938","Q9H446"
"14939","O61577"
"14940","O61577"
"14941","O61577"
"14942","O61577"
"14943","Q95LD9"
"14944","Q9C102"
"14945","D3ZHV2"
"14946","Q66I84"
"14947","Q6P5U7"
"14948","O35115"
"14949","O35115"
"14950","O43900"
"14951","O43900"
"14952","Q6Q759"
"14953","Q9DG23"
"14954","Q3BCU4"
"14955","D4A1J4"
"14956","Q8TB45"
"14957","Q5FWU8"
"14958","O46560"
"14959","Q32PF3"
"14960","Q32PF3"
"14961","Q9PTU6"
"14962","Q9ASR4"
"14963","A4IF63"
"14964","O88828"
"14965","Q2TBP7"
"14966","Q5U2V9"
"14967","Q5U2V9"
"14968","Q9JIL5"
"14969","Q9NVP1"
"14970","P24472"
"14971","O00602"
"14972","Q7T3I0"
"14973","Q9VCA2"
"14974","P20461"
"14975","F1NV61"
"14976","Q4WUD3"
"14977","Q6P1B1"
"14978","Q6P1B1"
"14979","Q6P1B1"
"14980","O54975"
"14981","Q1JPJ2"
"14982","Q1JPJ2"
"14983","O00338"
"14984","Q6NRS1"
"14985","F1QN74"
"14986","F1QN74"
"14987","Q6NRS1"
"14988","Q9Z0L0"
"14989","A5PK71"
"14990","Q6IRN2"
"14991","Q6IRN2"
"14992","Q8IXU6"
"14993","Q0P4P2"
"14994","Q96DA2"
"14995","Q96DM1"
"14996","Q96DM1"
"14997","Q5ZK69"
"14998","D3YVF0"
"14999","Q9BG93"
"15000","Q29041"
"15001","Q13206"
"15002","P98069"
"15003","Q8R033"
"15004","Q5ZI57"
"15005","Q80YA9"
"15006","Q80YA9"
"15007","Q80YA9"
"15008","Q9WVS6"
"15009","Q6NYX8"
"15010","Q17QR6"
"15011","Q5ZJU0"
"15012","Q9QXP4"
"15013","Q9QX47"
"15014","Q9QX47"
"15015","Q9CPU4"
"15016","Q80Y75"
"15017","A0A0G2JEB6"
"15018","A0A0G2JEB6"
"15019","O75486"
"15020","Q6AZN4"
"15021","Q03347"
"15022","Q9Z2A5"
"15023","Q9Z2A5"
"15024","O95260"
"15025","O60508"
"15026","Q9YGL3"
"15027","Q8BQJ6"
"15028","Q68ER9"
"15029","Q68ER9"
"15030","Q8BGT0"
"15031","P82925"
"15032","Q91379"
"15033","Q3V384"
"15034","Q9UMY4"
"15035","Q8IXY8"
"15036","Q9Y2S2"
"15037","Q05941"
"15038","Q8JGR4"
"15039","Q9Y2S2"
"15040","Q9Y2S2"
"15041","Q03001"
"15042","Q8GWY0"
"15043","Q61493"
"15044","O60673"
"15045","Q766Z3"
"15046","E9PYK3"
"15047","E9PYK3"
"15048","P06027"
"15049","Q5ZJZ5"
"15050","Q18297"
"15051","Q18297"
"15052","Q5R660"
"15053","Q5U3Y5"
"15054","P47751"
"15055","O75382"
"15056","Q6VMN6"
"15057","P58467"
"15058","Q0P5J0"
"15059","A2A791"
"15060","Q1LZD9"
"15061","Q1LZD9"
"15062","Q3B8D7"
"15063","Q6GN98"
"15064","Q810A5"
"15065","Q63159"
"15066","Q61313"
"15067","Q8BZ20"
"15068","P21872"
"15069","A2BH40"
"15070","Q8IN94"
"15071","Q8IN94"
"15072","Q8IN94"
"15073","Q8IN94"
"15074","E7F1C4"
"15075","Q5FWR0"
"15076","Q62388"
"15077","Q62388"
"15078","Q6PQD5"
"15079","Q13315"
"15080","Q7Z449"
"15081","Q9ET66"
"15082","Q8BGC3"
"15083","Q9CX11"
"15084","Q8BGC3"
"15085","Q8R0M8"
"15086","Q8K1C7"
"15087","Q8CE94"
"15088","Q5RA42"
"15089","Q5ZKH3"
"15090","Q2TLZ2"
"15091","P18654"
"15092","Q9CQF4"
"15093","Q9P802"
"15094","Q5TFE4"
"15095","Q5TFE4"
"15096","O16264"
"15097","Q499R4"
"15098","P08941"
"15099","E1BD59"
"15100","Q15485"
"15101","Q15485"
"15102","Q15485"
"15103","P12799"
"15104","Q96AE7"
"15105","Q8TE73"
"15106","Q5TC84"
"15107","Q5TC84"
"15108","P20072"
"15109","Q9UBS5"
"15110","O88871"
"15111","Q9Z0U4"
"15112","Q03237"
"15113","Q9Y6J0"
"15114","Q9Y6J0"
"15115","Q9Y6J0"
"15116","Q4KM31"
"15117","Q9BT23"
"15118","Q9BT23"
"15119","Q9BT23"
"15120","Q9UPN3"
"15121","B5RI54"
"15122","Q9XSC1"
"15123","Q76KP1"
"15124","Q5F4B8"
"15125","Q96DM1"
"15126","Q7LFX5"
"15127","A0A1B0GWB2"
"15128","P70627"
"15129","Q5HYC2"
"15130","Q28DT9"
"15131","Q9CXE7"
"15132","Q8BS90"
"15133","B3EWZ6"
"15134","B3EWZ6"
"15135","B3EWZ6"
"15136","B3EWZ6"
"15137","B3EWZ6"
"15138","B3EWZ6"
"15139","Q2KI24"
"15140","Q5ZII6"
"15141","A1A600"
"15142","A1A600"
"15143","Q9BSW2"
"15144","Q7ZV84"
"15145","P22031"
"15146","P63219"
"15147","Q66HR2"
"15148","P62332"
"15149","Q7T385"
"15150","Q8VDM4"
"15151","Q9Y2A7"
"15152","P52799"
"15153","Q29RK9"
"15154","P82251"
"15155","Q2KI15"
"15156","Q6GN08"
"15157","P42695"
"15158","P62025"
"15159","Q6AI39"
"15160","O08755"
"15161","Q12901"
"15162","Q9UK10"
"15163","Q805E5"
"15164","Q3T105"
"15165","Q805E5"
"15166","Q9UJU3"
"15167","O95628"
"15168","Q2YDS5"
"15169","Q9Z2K9"
"15170","Q5ZIM6"
"15171","Q6ZT07"
"15172","Q9UGM3"
"15173","Q2VLG6"
"15174","P08836"
"15175","A7MB11"
"15176","A7MB11"
"15177","Q9VE51"
"15178","Q15599"
"15179","Q15599"
"15180","Q4V8B8"
"15181","O42196"
"15182","B3EWZ6"
"15183","B3EWZ6"
"15184","B3EWZ5"
"15185","B3EWZ5"
"15186","B3EWZ6"
"15187","B3EWZ6"
"15188","Q90YK3"
"15189","Q90YK3"
"15190","O88685"
"15191","Q962T1"
"15192","Q6FHJ7"
"15193","O35623"
"15194","Q91X43"
"15195","E2RP94"
"15196","E2RP94"
"15197","Q9Z2N8"
"15198","O43826"
"15199","Q9UJT9"
"15200","Q91ZU6"
"15201","P59382"
"15202","Q805E5"
"15203","Q5RES5"
"15204","Q90ZD5"
"15205","Q8AWW5"
"15206","Q9QXK7"
"15207","A4IGP0"
"15208","E1BFR5"
"15209","Q6DBX4"
"15210","Q6DFH5"
"15211","E9Q3S4"
"15212","Q9P0M4"
"15213","Q96UX3"
"15214","Q8MSF5"
"15215","Q5ZLY5"
"15216","Q5ZLY5"
"15217","P62282"
"15218","Q9MYM7"
"15219","Q01460"
"15220","Q01460"
"15221","Q9UGM3"
"15222","Q9UGM3"
"15223","Q7T3C7"
"15224","Q5RI75"
"15225","A0A1B0GWB2"
"15226","A0A1B0GWB2"
"15227","Q13426"
"15228","Q9QXA6"
"15229","P82251"
"15230","Q9UKF6"
"15231","P42325"
"15232","Q9UKF6"
"15233","Q32P28"
"15234","Q64375"
"15235","P62083"
"15236","A3KQS4"
"15237","Q8K2W6"
"15238","Q9C0H5"
"15239","Q9C0H5"
"15240","Q9C0H5"
"15241","Q8AVY8"
"15242","Q3SXM5"
"15243","Q504Y0"
"15244","O74423"
"15245","O70338"
"15246","Q5RD73"
"15247","P46871"
"15248","Q24UI6"
"15249","P83941"
"15250","Q08509"
"15251","Q99K30"
"15252","Q12929"
"15253","Q6AXS3"
"15254","P46023"
"15255","O15335"
"15256","O96530"
"15257","Q5U2U2"
"15258","O08876"
"15259","Q08E66"
"15260","F1R332"
"15261","Q8ITC7"
"15262","Q91YN5"
"15263","Q16222"
"15264","Q8CF97"
"15265","P50411"
"15266","Q6N075"
"15267","P61314"
"15268","Q9EPK2"
"15269","Q8NCJ5"
"15270","P23358"
"15271","Q5ZK10"
"15272","O70511"
"15273","P27117"
"15274","Q9UQB3"
"15275","Q9UQB3"
"15276","Q9UQB3"
"15277","Q9UQB3"
"15278","Q9UQB3"
"15279","Q6DBQ8"
"15280","Q9QXK7"
"15281","Q9UKF6"
"15282","P79101"
"15283","Q92752"
"15284","B3EWZ6"
"15285","Q96AY4"
"15286","Q96AY4"
"15287","Q99PW8"
"15288","A0A3Q8GLE8"
"15289","Q9MYP6"
"15290","Q9MYP6"
"15291","Q0VAW7"
"15292","C8YR32"
"15293","Q8IVV2"
"15294","Q8NI51"
"15295","P37198"
"15296","Q5ZIH0"
"15297","P55265"
"15298","P55266"
"15299","Q4KLQ5"
"15300","Q4KLQ5"
"15301","O46037"
"15302","Q8WNV2"
"15303","Q28J76"
"15304","Q5ZKG5"
"15305","P81693"
"15306","Q5ZKG5"
"15307","Q5ZKG5"
"15308","Q8BQ89"
"15309","P61963"
"15310","B3A003"
"15311","Q9NQZ8"
"15312","Q14585"
"15313","A2VDN6"
"15314","C5IAW9"
"15315","Q6P6X9"
"15316","Q9NP64"
"15317","Q9NP64"
"15318","Q6DG81"
"15319","Q9JLC8"
"15320","Q9JLC8"
"15321","Q9DE06"
"15322","Q6PFM0"
"15323","Q8BUJ9"
"15324","Q94K49"
"15325","Q8BUJ9"
"15326","Q8BUJ9"
"15327","Q9Y3Z3"
"15328","P15305"
"15329","Q7Z408"
"15330","Q62381"
"15331","Q80X72"
"15332","Q9Y3Z3"
"15333","Q9Z1K8"
"15334","P18293"
"15335","Q91ZU6"
"15336","Q502K2"
"15337","Q15428"
"15338","Q6DCC6"
"15339","Q6DCC6"
"15340","Q96C34"
"15341","Q14721"
"15342","P30883"
"15343","P30883"
"15344","Q7ZXY0"
"15345","Q5XM32"
"15346","P46023"
"15347","Q8WZ60"
"15348","Q9UGM3"
"15349","P46023"
"15350","Q80T79"
"15351","Q6DHJ3"
"15352","P98158"
"15353","Q9SR22"
"15354","Q9SR22"
"15355","Q8NDD1"
"15356","Q4R9E0"
"15357","Q8K3Q3"
"15358","Q96JC4"
"15359","O43345"
"15360","Q6NV04"
"15361","Q6J6I6"
"15362","P09324"
"15363","Q8N4W9"
"15364","Q5RBP9"
"15365","Q9Z0W3"
"15366","P15941"
"15367","A8WH75"
"15368","Q5YLG1"
"15369","Q29042"
"15370","A8WH75"
"15371","Q9WVR6"
"15372","Q8WPD0"
"15373","Q8WPD0"
"15374","Q63150"
"15375","Q63150"
"15376","P58059"
"15377","Q29042"
"15378","Q29042"
"15379","Q29042"
"15380","P46023"
"15381","Q8R5M3"
"15382","Q6DCX5"
"15383","Q9ASR4"
"15384","Q9R1R2"
"15385","Q9BXB4"
"15386","P47941"
"15387","Q5XI67"
"15388","Q33E94"
"15389","Q33E94"
"15390","P56719"
"15391","P41136"
"15392","Q58CW4"
"15393","Q9GZQ4"
"15394","Q33E94"
"15395","Q9GZQ4"
"15396","Q9GZQ4"
"15397","Q5R5U3"
"15398","A8WH74"
"15399","Q00546"
"15400","D3ZHV2"
"15401","Q03001"
"15402","Q9Y5Y6"
"15403","P46023"
"15404","P19375"
"15405","P19375"
"15406","P19375"
"15407","P19375"
"15408","Q6ZW49"
"15409","Q8NHP7"
"15410","Q9NPD8"
"15411","Q9NW08"
"15412","Q6DC77"
"15413","Q9BV20"
"15414","Q96BK5"
"15415","Q66JG5"
"15416","Q96MF2"
"15417","G4SLH0"
"15418","Q99469"
"15419","Q99469"
"15420","Q99469"
"15421","A6NJI9"
"15422","Q07832"
"15423","Q9NUD9"
"15424","Q6EAS5"
"15425","Q6XVN8"
"15426","Q9BXF3"
"15427","Q32LJ2"
"15428","Q4KMD3"
"15429","D2HNW6"
"15430","O93512"
"15431","Q9UB37"
"15432","Q8WPD0"
"15433","Q9Z2G9"
"15434","Q9UPU7"
"15435","P79800"
"15436","P79800"
"15437","O76536"
"15438","O76536"
"15439","O76536"
"15440","Q6CEJ6"
"15441","O88871"
"15442","Q95SX7"
"15443","Q8IWC1"
"15444","P11369"
"15445","P51648"
"15446","P0CT40"
"15447","Q08BJ2"
"15448","Q09575"
"15449","Q09575"
"15450","Q6PL18"
"15451","Q9H5L6"
"15452","Q9H5L6"
"15453","Q5VVB8"
"15454","Q91ZU6"
"15455","Q12768"
"15456","Q17QR8"
"15457","Q96MB7"
"15458","J3SBP3"
"15459","Q17QR8"
"15460","Q95SX7"
"15461","A0A2D0TC04"
"15462","Q14191"
"15463","Q9V727"
"15464","Q0R4F1"
"15465","Q6AZB8"
"15466","Q5BJE1"
"15467","Q04202"
"15468","Q3UQ28"
"15469","Q7L622"
"15470","Q96DM1"
"15471","Q17QR8"
"15472","Q3UQ28"
"15473","Q92626"
"15474","Q96MB7"
"15475","Q96MB7"
"15476","Q94K49"
"15477","Q9H5L6"
"15478","Q9H5L6"
"15479","Q9H5L6"
"15480","Q9GZR7"
"15481","Q17QR8"
"15482","Q9H5L6"
"15483","Q9H5L6"
"15484","Q54TR1"
"15485","Q9VFK6"
"15486","Q91ZU6"
"15487","Q2YDW7"
"15488","Q2YDW7"
"15489","Q2KHT6"
"15490","Q5SZJ8"
"15491","Q9P2Z0"
"15492","P84175"
"15493","Q9H0J4"
"15494","Q03601"
"15495","Q9LIQ6"
"15496","Q96DM1"
"15497","P49643"
"15498","P35072"
"15499","Q6GQN8"
"15500","Q59RQ0"
"15501","Q7ZV90"
"15502","Q96DM1"
"15503","Q96DM1"
"15504","Q96MY1"
"15505","Q96MY1"
"15506","Q96MY1"
"15507","Q09575"
"15508","O75132"
"15509","O75132"
"15510","O94818"
"15511","P10394"
"15512","Q7LHG5"
"15513","Q64725"
"15514","Q8I7P9"
"15515","O75762"
"15516","O75762"
"15517","Q9PTU3"
"15518","Q9P2Z0"
"15519","Q7SZC2"
"15520","Q09575"
"15521","P10394"
"15522","Q2YDJ8"
"15523","Q640Z6"
"15524","A3QMD7"
"15525","P23253"
"15526","Q7ZV90"
"15527","A0A345BJN8"
"15528","P15305"
"15529","P49283"
"15530","Q96MB7"
"15531","Q8N328"
"15532","Q8N328"
"15533","O60290"
"15534","Q4JAI4"
"15535","Q8BR93"
"15536","Q91ZU6"
"15537","Q90655"
"15538","Q8N6K7"
"15539","B0BN95"
"15540","Q96MB7"
"15541","Q9CR78"
"15542","P20794"
"15543","Q96MB7"
"15544","Q9M2U3"
"15545","Q9CR78"
"15546","Q22795"
"15547","Q9M2U3"
"15548","A8MUX0"
"15549","Q95SX7"
"15550","P04323"
"15551","P04323"
"15552","Q7LHG5"
"15553","Q09575"
"15554","Q5ZIT5"
"15555","Q9M2U3"
"15556","P04323"
"15557","P10394"
"15558","Q2HJI8"
"15559","Q5R5U1"
"15560","Q09575"
"15561","P0CT43"
"15562","Q9UPR0"
"15563","Q3USB7"
"15564","P46023"
"15565","Q80T79"
"15566","Q80T79"
"15567","Q9QXS1"
"15568","F7J220"
"15569","A2AV25"
"15570","Q62910"
"15571","P98105"
"15572","Q9HB07"
"15573","Q9UIG0"
"15574","Q8BH86"
"15575","P98155"
"15576","Q6ZSM3"
"15577","Q8NCW0"
"15578","O76536"
"15579","Q8NCW0"
"15580","Q498E6"
"15581","Q6GM59"
"15582","P46023"
"15583","P46023"
"15584","Q2PC93"
"15585","Q864U1"
"15586","Q86Y82"
"15587","P61645"
"15588","Q64692"
"15589","Q9UBC9"
"15590","Q9NBX4"
"15591","Q86Y82"
"15592","Q86Y82"
"15593","Q8K4T1"
"15594","Q6ZXA0"
"15595","Q9VBW3"
"15596","P38935"
"15597","Q7Z407"
"15598","Q5I2E5"
"15599","O00602"
"15600","Q29041"
"15601","P38935"
"15602","C3Z1P5"
"15603","Q9NQ94"
"15604","Q5R9H4"
"15605","A4IH75"
"15606","Q9D3W1"
"15607","Q6DCX5"
"15608","Q9LP24"
"15609","Q9LP24"
"15610","D4AC13"
"15611","P50729"
"15612","Q66HV9"
"15613","Q8IYS1"
"15614","P0C0T0"
"15615","Q07981"
"15616","Q5ZKQ7"
"15617","P56489"
"15618","Q91880"
"15619","Q91880"
"15620","P97393"
"15621","P97393"
"15622","P97393"
"15623","P97393"
"15624","O50655"
"15625","Q8NA29"
"15626","Q9W062"
"15627","Q5RGJ5"
"15628","Q5RGJ5"
"15629","Q5XGZ2"
"15630","Q5UP57"
"15631","O75899"
"15632","P53987"
"15633","Q6P2X9"
"15634","Q6P2X9"
"15635","Q6P2X9"
"15636","P53985"
"15637","Q3MHW6"
"15638","B3EWZ5"
"15639","Q3MHW6"
"15640","A2VDP6"
"15641","Q5XI89"
"15642","Q17QR8"
"15643","Q05004"
"15644","Q3MHW6"
"15645","B3EWZ5"
"15646","Q3MHW6"
"15647","O70451"
"15648","P10394"
"15649","Q13546"
"15650","P11654"
"15651","Q99P50"
"15652","Q8TEM1"
"15653","Q99946"
"15654","Q8BMI4"
"15655","Q6ZSM3"
"15656","Q6ZSM3"
"15657","Q96DM1"
"15658","Q15485"
"15659","O00602"
"15660","Q7RTX9"
"15661","Q15485"
"15662","O64411"
"15663","A6H603"
"15664","Q93847"
"15665","B3EWZ9"
"15666","Q9UKZ1"
"15667","B0BNA9"
"15668","A0A1D9BZF0"
"15669","Q9UHR5"
"15670","Q6WKZ4"
"15671","Q6NRL2"
"15672","O35153"
"15673","Q6P4U0"
"15674","Q9UPZ6"
"15675","O55201"
"15676","Q5R405"
"15677","Q8BYK8"
"15678","Q6PC64"
"15679","A6H737"
"15680","Q3ZCX4"
"15681","Q90980"
"15682","Q90980"
"15683","Q86VH2"
"15684","Q86VH2"
"15685","Q15485"
"15686","Q9NBX4"
"15687","Q7Z407"
"15688","Q6DHJ3"
"15689","Q8AVI4"
"15690","Q8AVI4"
"15691","Q9JI48"
"15692","Q6DK99"
"15693","Q6UY01"
"15694","Q9Y5Z4"
"15695","Q9Y5Z4"
"15696","F1M0Z1"
"15697","Q05AY2"
"15698","B3EWZ9"
"15699","P42669"
"15700","P46023"
"15701","P46023"
"15702","Q62559"
"15703","Q9VXT2"
"15704","O95479"
"15705","Q5PQ71"
"15706","Q6ZS17"
"15707","O54905"
"15708","Q9MYM7"
"15709","Q7RTY0"
"15710","Q5I2E5"
"15711","P43353"
"15712","P43353"
"15713","Q9VBW3"
"15714","Q9VBW3"
"15715","Q569T7"
"15716","Q9QXL2"
"15717","Q9QXL2"
"15718","Q95LU3"
"15719","P46023"
"15720","P46023"
"15721","P70490"
"15722","O76536"
"15723","B3EWZ5"
"15724","O08742"
"15725","Q4H4B6"
"15726","P35445"
"15727","P35445"
"15728","Q6P0T2"
"15729","A0A061I403"
"15730","Q6DRI7"
"15731","Q6DRI7"
"15732","Q6DRI7"
"15733","Q6DRI7"
"15734","P61917"
"15735","Q6UXP7"
"15736","B1AWI6"
"15737","P35448"
"15738","Q09967"
"15739","Q9Y5Y6"
"15740","Q96DM1"
"15741","Q3B8G4"
"15742","A5WW21"
"15743","Q6UXP7"
"15744","Q9BWJ5"
"15745","Q8IZ41"
"15746","Q8IZ41"
"15747","Q8WTU2"
"15748","O06977"
"15749","A0A974CYQ5"
"15750","Q9Z120"
"15751","Q6DH23"
"15752","P25183"
"15753","Q75N73"
"15754","A5D7L5"
"15755","Q9GLP1"
"15756","Q96MB7"
"15757","Q96MB7"
"15758","D4A734"
"15759","Q9W2Q5"
"15760","Q8VEK6"
"15761","Q7M3K2"
"15762","B1A8Z2"
"15763","Q15262"
"15764","Q5RJA1"
"15765","Q39244"
"15766","E1B7X3"
"15767","Q8BSL4"
"15768","Q5M8V8"
"15769","A5PKG8"
"15770","O93529"
"15771","Q3UIL6"
"15772","G5E8K5"
"15773","Q8N6F8"
"15774","Q9UHB6"
"15775","Q0P3Z2"
"15776","Q7M3Y3"
"15777","Q7M3Y3"
"15778","Q7M3Y3"
"15779","Q9DE27"
"15780","P37059"
"15781","O77245"
"15782","O77245"
"15783","O77245"
"15784","P79955"
"15785","P79955"
"15786","Q3TIU4"
"15787","Q1EA11"
"15788","P42577"
"15789","F1NB38"
"15790","P42577"
"15791","Q7TQI7"
"15792","Q3E6Y3"
"15793","A0A1B0GTJ6"
"15794","Q8K342"
"15795","Q2TBF2"
"15796","Q2TBF2"
"15797","Q2TBF2"
"15798","A1L2H9"
"15799","Q4LAL6"
"15800","O95076"
"15801","Q4LAL6"
"15802","Q9H0F5"
"15803","Q9QXG4"
"15804","Q6IV57"
"15805","Q568Y5"
"15806","Q568Y5"
"15807","Q3SZR9"
"15808","Q3SZR9"
"15809","Q28F07"
"15810","Q28F07"
"15811","Q568Y5"
"15812","Q9D1D1"
"15813","A0A8V0ZLT4"
"15814","E9Q6E9"
"15815","A5D8P8"
"15816","Q4V920"
"15817","Q4V920"
"15818","Q91955"
"15819","G1T168"
"15820","F1RMN2"
"15821","Q9D8N3"
"15822","Q3MHQ7"
"15823","Q9D8N3"
"15824","Q9Y2H1"
"15825","Q9VP61"
"15826","Q96AE7"
"15827","E7F211"
"15828","Q8HYJ4"
"15829","P48509"
"15830","Q9D1D1"
"15831","P08962"
"15832","P30932"
"15833","Q6AY97"
"15834","Q865K9"
"15835","Q9D8L5"
"15836","Q7ZXF5"
"15837","Q8NI77"
"15838","A6NJ78"
"15839","Q8C8U0"
"15840","Q86W92"
"15841","Q7Z6G8"
"15842","Q61830"
"15843","Q7Z6G8"
"15844","Q7Z6G8"
"15845","Q7Z6G8"
"15846","F7D3V9"
"15847","Q0II65"
"15848","Q5TKA1"
"15849","Q68D10"
"15850","Q15848"
"15851","Q14008"
"15852","Q14008"
"15853","Q9PT63"
"15854","Q14008"
"15855","Q5R868"
"15856","P83877"
"15857","P34943"
"15858","Q8BGA5"
"15859","Q6YGZ5"
"15860","Q6YGZ5"
"15861","Q62018"
"15862","Q9D4V0"
"15863","Q9DER7"
"15864","F1RWC3"
"15865","Q2NL11"
"15866","P22897"
"15867","Q9VBW3"
"15868","Q9VBW3"
"15869","P54145"
"15870","Q9VBW3"
"15871","Q9VBW3"
"15872","D4A734"
"15873","Q9VBW3"
"15874","Q9VBW3"
"15875","Q1WLP9"
"15876","O88572"
"15877","Q96QU6"
"15878","A6NGN9"
"15879","A2A6H3"
"15880","Q3T0K1"
"15881","Q3T0K1"
"15882","Q9GZR5"
"15883","Q3S8M4"
"15884","Q9Y603"
"15885","P97360"
"15886","O93257"
"15887","P15870"
"15888","Q8TC57"
"15889","Q3U1J4"
"15890","O94739"
"15891","P70389"
"15892","P47238"
"15893","P47238"
"15894","Q9CQU8"
"15895","Q62448"
"15896","Q3TTI8"
"15897","Q6GP15"
"15898","Q96EB1"
"15899","Q5XG58"
"15900","P25016"
"15901","Q84DC4"
"15902","Q84DC4"
"15903","Q84DC4"
"15904","Q84DC4"
"15905","Q84DC4"
"15906","P78524"
"15907","Q924W7"
"15908","Q01134"
"15909","Q9HCU5"
"15910","Q0V8T5"
"15911","Q0V8T4"
"15912","Q0V8T0"
"15913","Q0V8T0"
"15914","Q5ZEQ8"
"15915","Q5PPX0"
"15916","B9EJ86"
"15917","B9EJ86"
"15918","Q5TM67"
"15919","Q8IWQ3"
"15920","Q8N157"
"15921","Q8BSS9"
"15922","O75145"
"15923","Q3T906"
"15924","Q5RGJ8"
"15925","Q5RGJ8"
"15926","Q5BK09"
"15927","Q8N682"
"15928","Q8N682"
"15929","Q9DC58"
