transcriptID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_accession_ID	gene	V5	V6	V7	V8	V9	V10	V11	V12	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203
g17085.t1	252.063484697503	0.855326560259606	0.31973968407485	2.67507163752428	0.00747132835000669	0.02622129576862	sp|Q13442|HAP28_HUMAN	44.697	132	67	2	55	438	17	146	5.55e-11	61.6	327	237	244	480	169	195	257	193	278	229	121	225
g8056.t1	3.40746664136572	-3.52953327397464	1.42743539125218	-2.47263959938561	0.0134119320807549	0.0419430810000288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	2	25	5	2	4	0	14
g13860.t1	147.706954760287	1.1438889997541	0.280094515577411	4.08393929954677	4.42786016825485e-05	0.000357220857414215	sp|Q8BKC5|IPO5_MOUSE	49.485	291	137	2	10	882	7	287	8.23e-86	282	178	198	156	165	152	153	104	98	152	102	92	110
g5352.t1	2.4849997734172	3.62056860557651	1.38261953388675	2.61862972194421	0.0088283717786018	0.0300207571075066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	0	2	2	13	0	0	1	0	1	0
g22295.t1	112.356391651919	-0.759793357424506	0.230830576901986	-3.29156287534266	0.000996323422091604	0.00499309255299555	sp|O02776|PARG_BOVIN	50.091	549	234	6	844	2469	454	969	0	565	85	104	76	87	27	64	294	167	139	212	151	117
g12901.t1	2.95880715744869	2.77841477070116	1.07512125668845	2.58428038085594	0.00975824297555953	0.0325108724623882	sp|P16066|ANPRA_HUMAN	35.23	1107	597	31	79	3285	30	1054	0	581	7	7	4	7	0	3	4	1	3	0	0	0
g10429.t1	17.4861324960284	-1.66076755483658	0.610431622445422	-2.72064469429591	0.00651547503254539	0.0234466092882262	sp|P20664|PRI1_MOUSE	47.816	412	163	4	55	1140	8	417	2.25e-129	380	5	14	30	1	3	2	43	40	19	35	25	28
g6649.t1	7569.44257427489	-1.82489417568802	0.275868957538875	-6.61507620128249	3.71360401206949e-11	1.49613922955392e-09	sp|O46037|VINC_DROME	39.749	717	417	6	1	2139	1	706	5.81e-156	498	2823	1893	4417	2954	2212	2322	25846	16116	11443	15304	10475	11183
g23561.t1	7.65816832951015	-1.66111538753628	0.551384314948881	-3.01262720483858	0.00258996864722609	0.0109528263742304	sp|Q9P2N4|ATS9_HUMAN	29.757	699	407	25	1423	3411	1026	1676	2.64e-66	253	5	5	2	5	1	1	17	9	10	15	22	14
g377.t1	2.59493239626964	-2.78488785072328	1.15546759861887	-2.4101825564404	0.0159445400454818	0.0484472523417959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	1	4	2	3	5	17	2
g22238.t1	16.9177861179179	-1.52520540575372	0.635093711010126	-2.40154386559403	0.016326051535673	0.0493232663274924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	27	7	6	0	5	58	17	26	61	14	17
g14017.t1	20.0436093764596	-2.32741807362226	0.707114233988331	-3.29143151382337	0.000996788842105663	0.00499414675753042	sp|F4IF36|FGT1_ARATH	46.667	450	218	9	298	1629	191	624	1.9e-120	399	7	14	16	1	2	2	91	9	13	36	40	67
g15137.t1	81.092062717802	-0.863792451450014	0.206589996341159	-4.18119205551252	2.89984792354946e-05	0.00024892162359973	sp|Q148G7|DCTN6_BOVIN	70.286	175	49	2	25	540	8	182	2.17e-84	250	64	58	48	61	22	45	153	108	96	161	152	110
g9796.t1	128.105334382066	-1.17690440688924	0.288453274658065	-4.08005216194669	4.50255959750561e-05	0.000362202616759079	sp|Q9BUQ8|DDX23_HUMAN	69.927	685	196	6	301	2331	138	820	0	885	104	137	82	74	21	29	310	220	191	227	201	170
g20483.t1	37.7128517438143	-1.38002120282194	0.472837407697516	-2.91859565329647	0.00351611981379589	0.0139674631678076	sp|F6S215|AP5B1_XENTR	26.399	947	587	22	34	2787	9	874	2.86e-88	304	54	20	9	24	3	10	89	68	59	92	56	44
g3578.t1	93.9909619747978	1.43029741899849	0.507007133987678	2.8210597506765	0.00478652866802594	0.0181980222831641	sp|Q6BEA0|PLXA4_DANRE	29.67	364	189	13	109	1032	42	394	2.69e-30	125	78	44	59	152	199	74	107	44	46	46	56	33
g13648.t1	7.42226075641609	-2.87759235836102	1.1129213828338	-2.58562051439238	0.00972038850042706	0.0324111409963385	sp|P02286|H2B_ASTRU	100	91	0	0	97	369	32	122	7.13e-62	188	0	3	4	0	0	2	31	52	3	15	1	2
g9688.t1	491.915688335934	-1.37072500929065	0.512681301407372	-2.67363956034255	0.00750330485717609	0.026290916585019	sp|Q9X248|FABG_THEMA	38.34	253	139	8	10	753	3	243	2.5e-46	158	138	206	729	148	25	309	1246	812	846	785	705	859
g6599.t1	4229.90919154102	0.865089147895464	0.234482983980025	3.68934723199002	0.000224830185952743	0.00142742381353914	sp|P61314|RL15_RAT	81.373	204	38	0	1	612	1	204	1.79e-110	317	4263	5118	3032	4119	4771	4843	3987	2586	3136	3996	4022	3852
g11023.t1	251.848389111494	-0.895584998053708	0.224037827873486	-3.99747224187267	6.40224958449542e-05	0.000485687899513446	sp|Q5ZM13|HYCCI_CHICK	41.593	339	175	7	13	1014	8	328	3.77e-81	263	123	129	196	199	100	144	561	360	392	448	356	316
g733.t3	216.093211433591	1.46396410162939	0.260027994311175	5.63002497291685	1.80183530992698e-08	3.91130103862197e-07	sp|Q86Y82|STX12_HUMAN	47.639	233	118	1	118	804	21	253	2.66e-69	219	336	241	258	236	240	250	225	130	156	105	137	104
g11408.t1	764.445930229302	2.05848415549094	0.337168538199984	6.10520829280339	1.02666702366644e-09	3.00031945125208e-08	sp|Q9H3S7|PTN23_HUMAN	45.81	358	180	5	3955	5019	1162	1508	1.14e-92	337	1709	777	828	701	1106	867	614	367	268	429	213	348
g24039.t2	42.558317685071	-1.82906481456683	0.588709286344559	-3.10690668041597	0.001890560686884	0.0084552714137023	sp|Q6KAQ7|ZZZ3_MOUSE	43.668	458	210	10	1717	3054	487	908	5.04e-97	330	35	5	4	41	2	15	109	67	62	96	74	85
g5248.t1	36.1217158398717	-4.77570116606511	0.815530798043648	-5.85594213918272	4.74313346113939e-09	1.18005785475361e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	7	0	1	254	67	74	62	32	77
g23229.t1	401.089498295886	1.75735741509292	0.46197076061426	3.8040446818674	0.000142352485862914	0.000963117371525863	sp|Q9DCT5|SDF2_MOUSE	61.582	177	68	0	112	642	24	200	5.17e-75	228	666	297	289	668	527	506	210	152	438	141	176	149
g18020.t1	350.949691162235	2.1031096270751	0.644594505121962	3.26268624749939	0.00110361628456728	0.00542645772391281	sp|Q9GV77|FREM2_LYTVA	65.782	1093	334	8	262	3474	2029	3103	0	1467	1204	1484	372	140	79	222	630	76	62	35	19	176
g22984.t1	113.390024591428	-1.43593382278645	0.317733916615306	-4.51929664318775	6.2045410479246e-06	6.57385896744392e-05	sp|P70712|KYNU_RAT	51.299	462	213	3	94	1479	9	458	1.22e-178	513	54	106	71	46	12	50	272	172	166	169	244	202
g107.t1	57.4541510671128	-1.55126294864602	0.523093596827023	-2.96555522387515	0.00302137095677218	0.0123633110415045	sp|Q17QM4|EPT1_BOVIN	42.152	223	127	1	7	675	166	386	1.33e-57	190	17	32	33	48	5	20	122	57	122	97	197	32
g5015.t1	56.131901009258	-1.3168800304555	0.248789385705867	-5.29315198363161	1.20225920879594e-07	2.10745168381598e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	27	36	28	15	29	122	102	88	118	61	104
g18400.t1	12.3067686749675	-1.76982119792289	0.595773874864506	-2.97062572326688	0.00297193732118901	0.012212074029146	sp|Q9UHJ9|PGAP2_HUMAN	43.379	219	115	3	58	699	33	247	3.4e-53	175	13	10	3	4	0	3	27	27	10	41	22	16
g9750.t1	752.333706375807	2.05793946106476	0.313083190099468	6.5731394279295	4.92652850918598e-11	1.92922856419723e-09	sp|O95786|RIGI_HUMAN	26.928	713	447	21	1075	3117	244	914	2.19e-63	236	819	733	727	1628	1022	852	539	266	277	244	400	304
g782.t1	291.318492883915	4.45206833336459	1.31438590884437	3.38718507510395	0.000706137349441383	0.00372974623740552	sp|P17945|HGF_RAT	34.074	405	185	19	109	1290	134	467	1.2e-45	172	775	2775	7	3	8	4	0	70	7	4	0	0
g23787.t1	181.91590995415	1.1635354146238	0.273073225450295	4.26089160775518	2.03612971811009e-05	0.000185523967903958	sp|Q6GQB9|EDEM3_XENLA	59.923	781	284	12	34	2319	14	784	0	900	335	249	164	153	190	169	231	146	109	129	136	99
g17634.t1	5054.50454610438	0.872738041205087	0.242327546226774	3.60148094921229	0.000316409612344858	0.00188766002733465	sp|P38983|RSSA_RAT	64.164	293	89	5	1	879	1	277	3.62e-130	375	5636	7718	4400	4203	4944	5357	6312	3577	3946	5239	3232	4346
g13323.t1	38.6990304675964	-1.45377777448252	0.375906117614896	-3.86739589051293	0.000110003766651041	0.000768922795401092	sp|Q6TEN6|WDR91_DANRE	53.388	369	160	5	772	1851	357	722	5.72e-126	391	40	12	31	13	6	14	107	75	55	62	88	38
g5697.t1	43.4325926077999	-1.83452730455091	0.305736495362689	-6.00035433249356	1.96887409849975e-09	5.3916859928147e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	29	23	14	4	10	118	115	71	99	54	53
g21498.t1	73.781816674808	1.95435186424568	0.448334221399747	4.35914050492061	1.30574261603868e-05	0.000125819096565145	sp|Q7ZY86|TM168_XENLA	30.218	321	191	10	1	906	343	649	8.15e-39	149	179	96	172	59	49	82	57	31	32	51	5	50
g20845.t1	74.3970055388002	1.52997448144696	0.528684783375386	2.89392569931528	0.00380458178106351	0.0149525715120882	sp|Q8BJA2|S41A1_MOUSE	57.112	464	179	5	343	1722	65	512	1.29e-158	466	48	123	181	24	22	190	59	38	51	48	49	38
g20953.t1	289.292179568573	0.874501061636546	0.274497258295543	3.1858280372877	0.00144340364097239	0.0067757955622727	sp|Q9V3G7|PSMD6_DROME	71.722	389	110	0	1	1167	1	389	0	586	586	274	318	327	228	195	301	262	305	203	243	189
g8659.t1	97.4724578236619	-1.53543421440837	0.32111701960222	-4.78154106035977	1.7395646168705e-06	2.1906426937975e-05	sp|P20735|GGT1_PIG	41.176	204	111	5	40	633	368	568	2.56e-41	150	116	43	61	29	22	16	302	153	211	132	160	124
g16651.t1	398.714472841589	0.363575324973833	0.147105355225743	2.47153017927798	0.0134536195168899	0.0420532998308914	sp|Q7SXI6|NDL1A_DANRE	54.007	287	115	5	28	867	9	285	1.35e-81	254	382	462	397	332	268	421	549	357	374	484	397	421
g11257.t1	732.818918388386	3.59846119499195	0.403833513917176	8.91075423653414	5.0686558860968e-19	7.5758994083798e-17	sp|P42694|HELZ_HUMAN	28.652	356	212	12	1420	2397	150	493	9.65e-32	137	1327	522	698	1560	1379	755	174	57	126	220	82	121
g21764.t1	276.575180207891	-0.811122839180604	0.261059296783872	-3.10704444995163	0.00188967982784722	0.00845326274371683	sp|Q00168|KCC2A_DROME	84.762	315	48	0	25	969	7	321	0	570	200	108	165	263	130	147	619	369	409	364	397	433
g19448.t1	2.66434229788542	3.98585589841267	1.61293470982712	2.47118241930567	0.0134667104544453	0.0420673565248946	sp|O61309|NOS_LYMST	41.892	74	43	0	1579	1800	934	1007	7.78e-07	56.2	1	3	3	0	10	2	0	2	0	0	0	0
g22881.t1	7.22600548696645	-1.71095370000352	0.675613636863428	-2.53244399853549	0.0113270461704014	0.0366160746271189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5	4	4	0	2	23	9	4	18	26	6
g3216.t1	12.3832418147549	-1.45622521655473	0.500913207100751	-2.90714078988505	0.00364748992299242	0.0144365984823512	sp|Q9H1A3|METL9_HUMAN	52.5	80	38	0	106	345	55	134	3.22e-23	91.7	7	9	8	7	4	0	39	14	18	25	27	15
g6294.t1	43.7842889971552	-1.86259702720199	0.329158231041348	-5.65866763018305	1.52552666707575e-08	3.37131062543376e-07	sp|Q9Y2S2|CRYL1_HUMAN	45.192	312	152	4	7	885	2	313	3.73e-84	259	12	24	21	19	3	21	108	100	73	85	64	82
g14988.t1	273.984582391453	0.89485920117715	0.320488314728045	2.79217419186249	0.00523551630576842	0.0195942614552265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	473	220	164	362	238	320	227	271	165	191	320	193
g10117.t1	70.9798039642793	1.89818615391535	0.577549607146065	3.28662011094622	0.00101397521332744	0.00506470272371205	sp|Q864U1|BRCA1_BOVIN	41.827	208	121	0	8083	8706	1641	1848	2.14e-45	186	66	207	124	17	20	170	50	17	21	47	52	44
g11697.t1	5.33810370078025	-2.5776476416124	0.827076358723973	-3.11657758612426	0.00182963528611624	0.00823356904209516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	0	2	2	0	5	11	4	9	20	15
g20826.t1	53.3708484450805	1.63884753245871	0.501055569984212	3.27078996948453	0.00107247529587465	0.00529744356539496	sp|P53500|ACT_CYAM1	33.596	381	220	12	1684	2787	10	370	6.96e-57	204	117	38	60	21	96	45	40	38	26	24	38	23
g9702.t1	95.8836317627372	1.46713612949139	0.504272722311886	2.90941005645747	0.00362111564434648	0.0143438082776257	sp|Q03114|CDK5_RAT	69.072	97	30	0	1	291	195	291	1.3e-43	146	96	32	70	157	151	147	69	68	60	23	62	42
g1204.t1	32.6989694376915	-1.16589413416402	0.463541487397039	-2.51518831833362	0.0118968817822764	0.0380684663011884	sp|Q98TB4|GDF8_OREMO	28.909	339	206	12	691	1665	58	375	6.24e-28	119	28	31	14	8	1	29	104	68	55	37	38	46
g13047.t1	24.17368223445	-1.6831559086751	0.536018976746121	-3.14010507406401	0.00168887247752663	0.00773504573573741	sp|Q8BGZ4|CDC23_MOUSE	56.971	581	232	6	40	1761	28	597	0	674	15	22	15	11	1	4	83	36	23	88	18	38
g13021.t4	204.457354622673	1.51681741793841	0.341471783073682	4.44199928991237	8.91268543700807e-06	8.94925030033938e-05	sp|Q5VV63|ATRN1_HUMAN	38.636	660	346	21	28	1878	90	733	5.16e-133	443	312	257	270	335	183	158	224	110	226	78	90	90
g4678.t1	46.1194210112635	1.17504419164017	0.38895670739862	3.02101537083389	0.0025192857075645	0.0106885404450949	sp|F1MKX4|PSME4_BOVIN	38.115	244	143	4	10	720	929	1171	2.33e-38	145	131	48	63	34	35	32	52	31	15	33	46	35
g5638.t2	78.1745040100341	2.44547226544989	0.902589814482066	2.70939492803071	0.00674060516192331	0.0241193437628762	sp|Q9QZQ1|AFAD_MOUSE	44.467	994	439	22	1	2676	1	983	0	784	49	342	120	16	14	181	0	23	20	47	23	72
g16758.t1	42.4425663275957	-1.50496641838489	0.318828653314595	-4.72029851375969	2.35498779275129e-06	2.85338248651425e-05	sp|Q54IT3|AOFA_DICDI	29.323	532	285	11	58	1635	5	451	6.66e-69	233	18	27	28	19	11	11	87	82	39	91	94	73
g3358.t1	1975.41939455403	1.2625844084485	0.289448353833947	4.36203692895357	1.28857112837582e-05	0.000124286811298515	sp|P05689|CATZ_BOVIN	68.248	274	82	3	76	891	34	304	1.08e-135	389	3461	1546	1864	2941	2091	1847	1941	906	1381	1340	1800	1116
g10718.t1	516.33739368855	5.12970931562766	0.845328497328936	6.068302833557	1.29268985258982e-09	3.66824163966794e-08	sp|A2AAJ9|OBSCN_MOUSE	27.292	927	557	29	4495	7155	6079	6928	6.88e-63	244	625	2046	2074	13	18	1074	34	48	20	14	18	46
g23621.t1	26.6363826463135	-0.739431180315419	0.273664599484332	-2.70196138524579	0.00689317674789232	0.0245397092224967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	15	20	16	10	23	49	35	31	54	36	42
g24161.t1	29.4819515184942	-1.33207426895436	0.368547064082741	-3.61439392352696	0.000301051041020804	0.00181315883826126	sp|Q5R4W3|DPOE3_PONAB	66.667	120	40	0	1	360	1	120	2.25e-54	173	16	22	20	10	8	10	56	48	22	61	77	50
g11824.t1	80.5779226726144	2.38363857151227	0.760843376960075	3.1328899530361	0.00173094327006743	0.00788183005300471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	85	296	7	10	267	37	66	15	27	21	28
g12151.t1	21.4400036884637	-3.31156194288305	0.456667166216899	-7.25158756281197	4.11914588005139e-13	2.38617977311853e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	7	2	2	3	1	60	52	51	51	31	43
g10841.t1	283.489174895897	3.48595156014102	0.416095851798648	8.37776090550381	5.39440882523928e-17	6.10534825423035e-15	sp|P35992|PTP10_DROME	36.749	732	403	16	3193	5316	836	1531	1.57e-121	429	594	807	274	164	413	361	63	69	50	36	46	75
g6822.t1	80.890744765553	-1.15701065785074	0.415683183184055	-2.78339539499351	0.00537932055742426	0.0200470301702259	sp|Q6DC77|MPRGB_DANRE	42.384	302	152	4	10	852	5	305	1.49e-71	229	49	29	47	99	18	20	249	132	113	171	84	106
g727.t1	167.494746670236	4.55458159390511	0.645924731611027	7.05125747785712	1.77308050513042e-12	9.04086361730565e-11	sp|Q2HJI8|RAB8B_BOVIN	46.328	177	92	3	694	1224	12	185	1.08e-50	173	299	53	162	59	365	475	6	12	10	5	25	33
g4199.t1	26.9263292774032	5.15285952159148	1.32938172874604	3.87613234796899	0.000106129972205234	0.000746953578640717	sp|P10894|PLCB1_BOVIN	62.543	291	109	0	1075	1947	526	816	3.08e-126	423	32	81	53	55	0	56	30	7	0	0	0	0
g4061.t1	191.226631241973	7.11316128513509	0.969070719402785	7.34018802004333	2.13294002712105e-13	1.31744371391262e-11	sp|P51821|ARF1_CHLRE	57.558	172	69	3	25	540	6	173	6.35e-66	203	569	33	265	42	323	569	21	10	1	0	1	1
g6237.t1	202.347317751089	1.34974953894542	0.474154829909426	2.84664302418527	0.00441828768715458	0.0170027659030044	sp|Q1JPJ2|XPP1_BOVIN	33.572	697	371	19	175	2238	6	619	6.32e-112	357	247	521	295	69	84	358	197	140	55	94	199	163
g19188.t1	109.563680519087	-1.64671150540135	0.341656231437346	-4.81979063713733	1.43708954025175e-06	1.84998114386122e-05	sp|Q5RJI4|PKDCC_MOUSE	28.889	270	181	5	328	1125	130	392	1.4e-34	136	76	27	80	26	36	30	248	216	170	275	179	146
g14373.t1	511.832770239106	4.07003340340792	0.889223567939949	4.57706425037396	4.71546666314233e-06	5.20162463460996e-05	sp|F4HYF3|DCYD1_ARATH	41.019	373	198	8	58	1146	21	381	3.07e-88	276	418	1893	1667	7	12	1483	78	63	70	61	45	83
g8524.t1	79.0656128142756	1.53886515453744	0.417924476314934	3.68216087295592	0.000231265394115986	0.00146070206993258	sp|Q2KHZ8|GBA1_BOVIN	39.548	177	99	3	25	555	20	188	1.8e-34	131	80	72	167	46	53	179	63	41	69	38	41	45
g8899.t1	7.05119810563927	-1.93121814387959	0.709136150354079	-2.72333901312931	0.00646257037075575	0.0232990476633028	sp|A2AM05|CNTLN_MOUSE	30.968	310	193	2	511	1377	968	1277	6.16e-31	130	4	4	2	3	1	1	9	19	3	19	25	7
g12248.t1	180.937146068688	0.862472989253036	0.32701172853445	2.63743748005105	0.00835350223327809	0.0287050848942761	sp|Q921N8|GPS2_MOUSE	52.555	137	59	4	1	402	1	134	1.08e-17	87	370	179	145	168	164	154	201	177	167	204	75	134
g19031.t1	283.420568489402	0.86134072304401	0.297045306114748	2.89969477824798	0.00373526189409986	0.0147244670598903	sp|Q04678|SSRP1_CHICK	54.233	378	153	5	1	1128	253	612	7.99e-119	367	302	540	256	228	269	223	275	174	204	292	331	217
g13678.t1	33.8326596385582	2.95658321219909	0.935131216101374	3.16167737884453	0.00156863249750526	0.00725923524016854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	87	34	51	0	132	6	10	4	3	29	3
g10751.t1	28.8529745133023	1.84338169957606	0.620503937662616	2.97078163036309	0.00297042910325119	0.0122084386737318	sp|Q9H8J5|MANS1_HUMAN	33.071	127	79	4	88	462	306	428	1.71e-08	55.8	43	112	27	10	14	44	17	21	7	10	4	31
g2116.t1	22.3013419670296	-2.17990116783257	0.601046401417537	-3.62684338961416	0.000286907187755598	0.00173974689880911	sp|Q09225|NRF6_CAEEL	26.792	586	335	15	256	1767	145	718	4.44e-39	157	16	5	17	2	1	5	44	32	16	51	76	49
g11427.t1	375.644870220537	-1.15566807424026	0.331282418882848	-3.48846787021603	0.000485797202440198	0.00272469470747037	sp|Q8K1N4|SPAS2_MOUSE	44.898	147	81	0	976	1416	232	378	9.21e-31	131	164	208	304	220	88	201	1220	729	703	755	231	404
g11280.t1	28.2608428750716	-1.53796975424724	0.393128109219927	-3.91213377567682	9.14842083933006e-05	0.000656139487304332	sp|Q8NHY6|ZFP28_HUMAN	27.308	260	152	9	1123	1902	561	783	1.5e-11	71.6	10	19	18	20	3	7	80	68	50	34	53	32
g10978.t1	52.2527833502811	1.18250518976788	0.443795536494799	2.6645270006715	0.00770966769773094	0.0268706927585814	sp|Q08CH3|MPND_DANRE	44.977	438	207	5	115	1422	34	439	7.93e-128	382	68	187	76	21	25	39	45	19	57	34	33	32
g12908.t1	1720.05441871136	4.69044304986762	0.853258265423554	5.49709652978199	3.86095377619286e-08	7.7855277999852e-07	sp|Q9BUD6|SPON2_HUMAN	37.662	308	165	5	88	999	35	319	1.55e-66	217	7321	2360	5946	351	2195	85	105	27	266	16	192	178
g1763.t1	26.5787718387034	6.03635910970486	1.49109460856549	4.04827371451107	5.15967854320356e-05	0.0004047536293106	sp|Q96N67|DOCK7_HUMAN	53.224	791	321	15	25	2352	4	760	0	806	24	73	64	26	0	94	17	0	0	0	0	0
g2872.t2	213.210304292973	2.97652872037477	0.564924184651632	5.2688994403918	1.37244119787823e-07	2.36344755096357e-06	sp|Q06455|MTG8_HUMAN	50.465	430	182	10	520	1743	143	563	3.94e-122	378	267	188	97	181	671	130	62	62	27	54	39	61
g13937.t3	23.9217532282023	8.29665895105813	2.58680061303997	3.20730515882629	0.00133984786896728	0.00638302220787818	sp|H2QII6|RBP2_PANTR	45.946	148	71	4	2860	3282	1998	2143	2.21e-31	138	0	81	39	0	56	41	0	0	0	0	0	0
g23478.t1	592.427482222381	1.76210534046552	0.365525190868682	4.82074938878447	1.43019937306607e-06	1.84353546574283e-05	sp|P46379|BAG6_HUMAN	28.741	421	238	8	1366	2592	756	1126	1.12e-39	162	933	380	504	918	934	614	482	299	318	309	260	243
g12039.t2	131.771511415575	1.05835190837832	0.273040579333378	3.87617075440675	0.000106113230321311	0.000746953578640717	sp|A5PJ65|RER1_BOVIN	69.189	185	56	1	25	579	8	191	2.82e-93	273	215	115	140	165	97	172	110	80	136	83	106	100
g23369.t1	437.863085471999	1.69210073872381	0.380988284531873	4.44134585608826	8.9397974767679e-06	8.97187260866814e-05	sp|Q920Q8|NS1BP_MOUSE	38.438	653	362	12	148	2055	7	636	1.41e-153	463	663	392	418	900	493	407	327	257	147	125	433	183
g7521.t1	127.901301601255	1.31934247655234	0.304476109232095	4.33315599007028	1.46986884181331e-05	0.000140253566874778	sp|P43353|AL3B1_HUMAN	59.69	258	104	0	1	774	197	454	2.45e-106	320	135	224	173	170	118	101	166	60	63	77	125	66
g4234.t1	74.0217940057778	1.00019146274785	0.392092851378444	2.5509046115775	0.010744372809082	0.0351327354044464	sp|Q8K3F3|PP14B_RAT	45.556	90	47	1	130	393	46	135	2.06e-16	73.9	173	85	67	26	52	113	98	61	52	42	53	65
g8843.t1	949.795357852852	2.64177900713642	0.670387587462226	3.94067410635833	8.12529518904858e-05	0.000595408981293305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3561	4484	1202	67	111	860	515	378	194	199	27	246
g23114.t1	7.53899729396327	-2.86908442880574	0.767288086512587	-3.73925319477598	0.000184567756387749	0.00120421081975079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	1	0	1	1	27	20	3	24	18	10
g8572.t1	26.1739408540876	-1.61473624938816	0.390057939772275	-4.13973434390513	3.47708243581824e-05	0.000290077861496895	sp|Q4R3I0|MTX1_MACFA	42.414	290	144	5	64	912	5	278	1.51e-70	224	16	18	8	15	4	7	42	36	56	40	57	54
g9584.t1	256.39247510095	2.17192888611562	0.528232996219709	4.11168726993391	3.92778095605343e-05	0.000322051721606056	sp|Q5ZJU3|ASNS_CHICK	56.964	560	188	5	1	1527	1	558	0	621	444	419	499	579	139	129	438	70	130	37	126	33
g20734.t1	26.6536942719253	-3.18626279574024	0.636573228422808	-5.00533584114841	5.57647193004392e-07	8.16048732363676e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	2	1	11	4	0	87	75	46	69	54	30
g21656.t1	163.107889596743	-1.28512397998229	0.400770891310396	-3.20663004186839	0.00134299589051577	0.0063964630348574	sp|Q6PC64|ELOV6_DANRE	46.718	259	136	2	55	828	9	266	4.93e-74	231	54	39	160	107	54	65	354	185	389	323	196	256
g21505.t1	29.4091245055646	-1.08979830512931	0.327215009163744	-3.33052664031054	0.000866818686741835	0.00443604544861608	sp|Q08CD5|RXLT1_DANRE	39.551	445	238	7	25	1311	2	431	3.39e-111	337	18	25	14	21	11	8	82	53	29	54	44	42
g9749.t1	2395.98614652955	2.19276678571909	0.408430216851565	5.36876728323948	7.9276635253044e-08	1.47271016912201e-06	sp|Q5ZL23|AB1IP_CHICK	50.996	251	122	1	979	1731	173	422	2.22e-84	286	1751	1146	1647	3129	4611	5279	1181	823	445	682	924	1082
g8468.t1	18.6846774604432	2.43459876619571	0.818540375176136	2.9743172603695	0.00293641298738561	0.0120991090683944	sp|A1ZAX0|CCH1R_DROME	31.737	334	195	9	151	1089	99	420	4.84e-42	156	11	17	53	1	6	75	7	6	8	15	4	3
g5982.t1	1425.72639971941	3.48042088479876	0.419238607317343	8.30176616383102	1.02574946119262e-16	1.12832440731188e-14	sp|Q5BKL8|XIAP_XENTR	37.607	234	113	4	289	969	36	243	2.41e-40	154	2945	2185	1009	866	3034	1969	331	231	208	285	385	249
g4289.t1	45.0659213401128	2.05948847082399	0.381042498980145	5.40487865877477	6.48522809553015e-08	1.23642420750224e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74	44	62	32	61	78	36	23	17	15	15	23
g23320.t1	27.8681014459138	2.31930177225663	0.493350413712036	4.70112461202959	2.58732554455018e-06	3.10035704787592e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	49	32	69	28	27	14	12	2	23	4	15
g23341.t1	232.83208685906	1.35817546723594	0.258392202993531	5.25625561259656	1.47017917257875e-07	2.50096509114613e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	369	324	200	220	261	269	175	124	131	141	210	173
g5039.t1	90.5679205164398	1.81495047036928	0.730202962291446	2.48554246434963	0.0129354153535753	0.0407982333477778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87	32	128	11	169	202	14	61	35	14	96	36
g15090.t1	302.866081582309	2.31002347127172	0.723833603689203	3.19137362440498	0.0014159804088634	0.00667587199748262	sp|Q8CI43|MYL6B_MOUSE	53.425	146	64	1	22	447	60	205	4.67e-51	165	717	501	1613	225	65	26	136	61	70	137	11	153
g13715.t1	134.783040669174	-1.2914589491777	0.533889307953631	-2.41896387497961	0.0155647858801168	0.0474775677726572	sp|Q52L45|ILEU_XENLA	43.455	382	204	5	37	1164	2	377	1.55e-103	313	73	87	85	117	5	61	115	307	274	178	329	144
