Assembly Accession	Assembly Unplaced Count	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count
GCA_032158295.1		Primary Assembly	Un			JASTWB010000799.1	Chromosome			unplaced-scaffold	9177		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000800.1	Chromosome			unplaced-scaffold	9165		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000801.1	Chromosome			unplaced-scaffold	9162		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000802.1	Chromosome			unplaced-scaffold	9143		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000803.1	Chromosome			unplaced-scaffold	9142		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000804.1	Chromosome			unplaced-scaffold	9128		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000805.1	Chromosome			unplaced-scaffold	9108		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000806.1	Chromosome			unplaced-scaffold	9103		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000807.1	Chromosome			unplaced-scaffold	9093		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000808.1	Chromosome			unplaced-scaffold	9077		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000809.1	Chromosome			unplaced-scaffold	9060		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000810.1	Chromosome			unplaced-scaffold	9047		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000811.1	Chromosome			unplaced-scaffold	9036		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000812.1	Chromosome			unplaced-scaffold	9026		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000813.1	Chromosome			unplaced-scaffold	9012		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000814.1	Chromosome			unplaced-scaffold	8989		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000815.1	Chromosome			unplaced-scaffold	8973		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000816.1	Chromosome			unplaced-scaffold	8971		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000817.1	Chromosome			unplaced-scaffold	8960		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000818.1	Chromosome			unplaced-scaffold	8932		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000819.1	Chromosome			unplaced-scaffold	8921		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000820.1	Chromosome			unplaced-scaffold	8917		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000821.1	Chromosome			unplaced-scaffold	8916		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000822.1	Chromosome			unplaced-scaffold	8907		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000823.1	Chromosome			unplaced-scaffold	8900		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000824.1	Chromosome			unplaced-scaffold	8894		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000825.1	Chromosome			unplaced-scaffold	8890		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000826.1	Chromosome			unplaced-scaffold	8885		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000827.1	Chromosome			unplaced-scaffold	8879		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000828.1	Chromosome			unplaced-scaffold	8851		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000829.1	Chromosome			unplaced-scaffold	8828		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000830.1	Chromosome			unplaced-scaffold	8797		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000831.1	Chromosome			unplaced-scaffold	8785		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000832.1	Chromosome			unplaced-scaffold	8755		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000833.1	Chromosome			unplaced-scaffold	8736		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000834.1	Chromosome			unplaced-scaffold	8734		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000835.1	Chromosome			unplaced-scaffold	8713		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000836.1	Chromosome			unplaced-scaffold	8712		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000837.1	Chromosome			unplaced-scaffold	8702		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000838.1	Chromosome			unplaced-scaffold	8689		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000839.1	Chromosome			unplaced-scaffold	8678		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000840.1	Chromosome			unplaced-scaffold	8669		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000841.1	Chromosome			unplaced-scaffold	8657		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000842.1	Chromosome			unplaced-scaffold	8594		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000843.1	Chromosome			unplaced-scaffold	8553		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000844.1	Chromosome			unplaced-scaffold	8547		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000845.1	Chromosome			unplaced-scaffold	8532		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000846.1	Chromosome			unplaced-scaffold	8527		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000847.1	Chromosome			unplaced-scaffold	8525		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000848.1	Chromosome			unplaced-scaffold	8490		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000849.1	Chromosome			unplaced-scaffold	8461		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000850.1	Chromosome			unplaced-scaffold	8412		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000851.1	Chromosome			unplaced-scaffold	8394		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000852.1	Chromosome			unplaced-scaffold	8386		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000853.1	Chromosome			unplaced-scaffold	8368		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000854.1	Chromosome			unplaced-scaffold	8354		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000855.1	Chromosome			unplaced-scaffold	8349		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000856.1	Chromosome			unplaced-scaffold	8345		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000857.1	Chromosome			unplaced-scaffold	8318		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000858.1	Chromosome			unplaced-scaffold	8315		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000859.1	Chromosome			unplaced-scaffold	8306		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000860.1	Chromosome			unplaced-scaffold	8297		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000861.1	Chromosome			unplaced-scaffold	8272		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000862.1	Chromosome			unplaced-scaffold	8252		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000863.1	Chromosome			unplaced-scaffold	8230		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000864.1	Chromosome			unplaced-scaffold	8228		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000865.1	Chromosome			unplaced-scaffold	8207		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000866.1	Chromosome			unplaced-scaffold	8196		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000867.1	Chromosome			unplaced-scaffold	8195		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000868.1	Chromosome			unplaced-scaffold	8191		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000869.1	Chromosome			unplaced-scaffold	8179		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000870.1	Chromosome			unplaced-scaffold	8166		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000871.1	Chromosome			unplaced-scaffold	8155		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000872.1	Chromosome			unplaced-scaffold	8132		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000873.1	Chromosome			unplaced-scaffold	8109		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000874.1	Chromosome			unplaced-scaffold	8102		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000875.1	Chromosome			unplaced-scaffold	8098		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000876.1	Chromosome			unplaced-scaffold	8088		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000877.1	Chromosome			unplaced-scaffold	8052		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000878.1	Chromosome			unplaced-scaffold	8046		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000879.1	Chromosome			unplaced-scaffold	8011		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000880.1	Chromosome			unplaced-scaffold	8007		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000881.1	Chromosome			unplaced-scaffold	7987		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000882.1	Chromosome			unplaced-scaffold	7972		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000883.1	Chromosome			unplaced-scaffold	7958		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000884.1	Chromosome			unplaced-scaffold	7946		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000885.1	Chromosome			unplaced-scaffold	7937		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000886.1	Chromosome			unplaced-scaffold	7929		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000887.1	Chromosome			unplaced-scaffold	7882		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000888.1	Chromosome			unplaced-scaffold	7878		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000889.1	Chromosome			unplaced-scaffold	7874		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000890.1	Chromosome			unplaced-scaffold	7846		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000891.1	Chromosome			unplaced-scaffold	7807		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000892.1	Chromosome			unplaced-scaffold	7794		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000893.1	Chromosome			unplaced-scaffold	7783		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000894.1	Chromosome			unplaced-scaffold	7778		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000895.1	Chromosome			unplaced-scaffold	7776		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000896.1	Chromosome			unplaced-scaffold	7771		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000897.1	Chromosome			unplaced-scaffold	7766		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000898.1	Chromosome			unplaced-scaffold	7762		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000899.1	Chromosome			unplaced-scaffold	7741		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000900.1	Chromosome			unplaced-scaffold	7729		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000901.1	Chromosome			unplaced-scaffold	7727		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000902.1	Chromosome			unplaced-scaffold	7722		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000903.1	Chromosome			unplaced-scaffold	7716		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000904.1	Chromosome			unplaced-scaffold	7700		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000905.1	Chromosome			unplaced-scaffold	7696		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000906.1	Chromosome			unplaced-scaffold	7694		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000907.1	Chromosome			unplaced-scaffold	7689		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000908.1	Chromosome			unplaced-scaffold	7680		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000909.1	Chromosome			unplaced-scaffold	7678		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000910.1	Chromosome			unplaced-scaffold	7667		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000911.1	Chromosome			unplaced-scaffold	7663		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000912.1	Chromosome			unplaced-scaffold	7662		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000913.1	Chromosome			unplaced-scaffold	7660		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000914.1	Chromosome			unplaced-scaffold	7639		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000915.1	Chromosome			unplaced-scaffold	7624		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000916.1	Chromosome			unplaced-scaffold	7619		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000917.1	Chromosome			unplaced-scaffold	7617		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000918.1	Chromosome			unplaced-scaffold	7596		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000919.1	Chromosome			unplaced-scaffold	7591		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000920.1	Chromosome			unplaced-scaffold	7586		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000921.1	Chromosome			unplaced-scaffold	7584		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000922.1	Chromosome			unplaced-scaffold	7556		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000923.1	Chromosome			unplaced-scaffold	7554		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000924.1	Chromosome			unplaced-scaffold	7513		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000925.1	Chromosome			unplaced-scaffold	7513		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000926.1	Chromosome			unplaced-scaffold	7499		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000927.1	Chromosome			unplaced-scaffold	7492		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000928.1	Chromosome			unplaced-scaffold	7490		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000929.1	Chromosome			unplaced-scaffold	7485		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000930.1	Chromosome			unplaced-scaffold	7444		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000931.1	Chromosome			unplaced-scaffold	7420		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000932.1	Chromosome			unplaced-scaffold	7410		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000933.1	Chromosome			unplaced-scaffold	7370		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000934.1	Chromosome			unplaced-scaffold	7369		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000935.1	Chromosome			unplaced-scaffold	7348		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000936.1	Chromosome			unplaced-scaffold	7334		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000937.1	Chromosome			unplaced-scaffold	7313		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000938.1	Chromosome			unplaced-scaffold	7305		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000939.1	Chromosome			unplaced-scaffold	7296		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000940.1	Chromosome			unplaced-scaffold	7282		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000941.1	Chromosome			unplaced-scaffold	7266		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000942.1	Chromosome			unplaced-scaffold	7262		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000943.1	Chromosome			unplaced-scaffold	7241		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000944.1	Chromosome			unplaced-scaffold	7239		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000945.1	Chromosome			unplaced-scaffold	7218		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000946.1	Chromosome			unplaced-scaffold	7206		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000947.1	Chromosome			unplaced-scaffold	7204		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000948.1	Chromosome			unplaced-scaffold	7198		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000949.1	Chromosome			unplaced-scaffold	7177		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000950.1	Chromosome			unplaced-scaffold	7156		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000951.1	Chromosome			unplaced-scaffold	7152		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000952.1	Chromosome			unplaced-scaffold	7132		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000953.1	Chromosome			unplaced-scaffold	7126		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000954.1	Chromosome			unplaced-scaffold	7116		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000955.1	Chromosome			unplaced-scaffold	7108		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000956.1	Chromosome			unplaced-scaffold	7108		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000957.1	Chromosome			unplaced-scaffold	7088		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000958.1	Chromosome			unplaced-scaffold	7084		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000959.1	Chromosome			unplaced-scaffold	7067		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000960.1	Chromosome			unplaced-scaffold	7051		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000961.1	Chromosome			unplaced-scaffold	7027		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000962.1	Chromosome			unplaced-scaffold	7020		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000963.1	Chromosome			unplaced-scaffold	7017		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000964.1	Chromosome			unplaced-scaffold	7015		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000965.1	Chromosome			unplaced-scaffold	6969		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000966.1	Chromosome			unplaced-scaffold	6964		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000967.1	Chromosome			unplaced-scaffold	6961		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000968.1	Chromosome			unplaced-scaffold	6958		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000969.1	Chromosome			unplaced-scaffold	6932		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000970.1	Chromosome			unplaced-scaffold	6921		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000971.1	Chromosome			unplaced-scaffold	6918		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000972.1	Chromosome			unplaced-scaffold	6907		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000973.1	Chromosome			unplaced-scaffold	6896		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000974.1	Chromosome			unplaced-scaffold	6839		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000975.1	Chromosome			unplaced-scaffold	6835		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000976.1	Chromosome			unplaced-scaffold	6831		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000977.1	Chromosome			unplaced-scaffold	6831		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000978.1	Chromosome			unplaced-scaffold	6830		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000979.1	Chromosome			unplaced-scaffold	6824		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000980.1	Chromosome			unplaced-scaffold	6819		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000981.1	Chromosome			unplaced-scaffold	6816		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000982.1	Chromosome			unplaced-scaffold	6787		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000983.1	Chromosome			unplaced-scaffold	6787		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000984.1	Chromosome			unplaced-scaffold	6778		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000985.1	Chromosome			unplaced-scaffold	6772		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000986.1	Chromosome			unplaced-scaffold	6771		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000987.1	Chromosome			unplaced-scaffold	6766		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000988.1	Chromosome			unplaced-scaffold	6766		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000989.1	Chromosome			unplaced-scaffold	6764		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000990.1	Chromosome			unplaced-scaffold	6761		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000991.1	Chromosome			unplaced-scaffold	6759		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000992.1	Chromosome			unplaced-scaffold	6750		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000993.1	Chromosome			unplaced-scaffold	6746		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000994.1	Chromosome			unplaced-scaffold	6738		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000995.1	Chromosome			unplaced-scaffold	6719		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000996.1	Chromosome			unplaced-scaffold	6702		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000997.1	Chromosome			unplaced-scaffold	6701		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000998.1	Chromosome			unplaced-scaffold	6693		
GCA_032158295.1		Primary Assembly	Un			JASTWB010000999.1	Chromosome			unplaced-scaffold	6690		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001000.1	Chromosome			unplaced-scaffold	6690		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001001.1	Chromosome			unplaced-scaffold	6680		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001002.1	Chromosome			unplaced-scaffold	6650		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001003.1	Chromosome			unplaced-scaffold	6644		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001004.1	Chromosome			unplaced-scaffold	6598		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001005.1	Chromosome			unplaced-scaffold	6596		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001006.1	Chromosome			unplaced-scaffold	6571		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001007.1	Chromosome			unplaced-scaffold	6571		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001008.1	Chromosome			unplaced-scaffold	6564		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001009.1	Chromosome			unplaced-scaffold	6557		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001010.1	Chromosome			unplaced-scaffold	6536		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001011.1	Chromosome			unplaced-scaffold	6508		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001012.1	Chromosome			unplaced-scaffold	6507		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001013.1	Chromosome			unplaced-scaffold	6503		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001014.1	Chromosome			unplaced-scaffold	6500		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001015.1	Chromosome			unplaced-scaffold	6494		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001016.1	Chromosome			unplaced-scaffold	6486		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001017.1	Chromosome			unplaced-scaffold	6483		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001018.1	Chromosome			unplaced-scaffold	6481		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001019.1	Chromosome			unplaced-scaffold	6473		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001020.1	Chromosome			unplaced-scaffold	6470		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001021.1	Chromosome			unplaced-scaffold	6468		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001022.1	Chromosome			unplaced-scaffold	6458		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001023.1	Chromosome			unplaced-scaffold	6453		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001024.1	Chromosome			unplaced-scaffold	6451		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001025.1	Chromosome			unplaced-scaffold	6430		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001026.1	Chromosome			unplaced-scaffold	6426		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001027.1	Chromosome			unplaced-scaffold	6379		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001028.1	Chromosome			unplaced-scaffold	6371		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001029.1	Chromosome			unplaced-scaffold	6368		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001030.1	Chromosome			unplaced-scaffold	6362		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001031.1	Chromosome			unplaced-scaffold	6356		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001032.1	Chromosome			unplaced-scaffold	6353		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001033.1	Chromosome			unplaced-scaffold	6351		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001034.1	Chromosome			unplaced-scaffold	6340		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001035.1	Chromosome			unplaced-scaffold	6331		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001036.1	Chromosome			unplaced-scaffold	6329		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001037.1	Chromosome			unplaced-scaffold	6322		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001038.1	Chromosome			unplaced-scaffold	6313		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001039.1	Chromosome			unplaced-scaffold	6313		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001040.1	Chromosome			unplaced-scaffold	6313		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001041.1	Chromosome			unplaced-scaffold	6289		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001042.1	Chromosome			unplaced-scaffold	6288		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001043.1	Chromosome			unplaced-scaffold	6272		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001044.1	Chromosome			unplaced-scaffold	6257		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001045.1	Chromosome			unplaced-scaffold	6245		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001046.1	Chromosome			unplaced-scaffold	6207		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001047.1	Chromosome			unplaced-scaffold	6202		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001048.1	Chromosome			unplaced-scaffold	6198		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001049.1	Chromosome			unplaced-scaffold	6193		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001050.1	Chromosome			unplaced-scaffold	6188		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001051.1	Chromosome			unplaced-scaffold	6178		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001052.1	Chromosome			unplaced-scaffold	6162		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001053.1	Chromosome			unplaced-scaffold	6156		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001054.1	Chromosome			unplaced-scaffold	6151		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001055.1	Chromosome			unplaced-scaffold	6139		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001056.1	Chromosome			unplaced-scaffold	6103		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001057.1	Chromosome			unplaced-scaffold	6091		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001058.1	Chromosome			unplaced-scaffold	6074		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001059.1	Chromosome			unplaced-scaffold	6068		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001060.1	Chromosome			unplaced-scaffold	6062		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001061.1	Chromosome			unplaced-scaffold	6061		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001062.1	Chromosome			unplaced-scaffold	6061		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001063.1	Chromosome			unplaced-scaffold	6060		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001064.1	Chromosome			unplaced-scaffold	6055		
GCA_032158295.1		Primary Assembly	Un			JASTWB010001065.1	Chromosome			unplaced-scaffold	6043		
